0.19 
0.19 
0.25 
0.20 
0.22 
0.23 
0.14 
0.25 
0.17 
0.18 
0.20 
0.16 
0.25 
0.20 
0.23 
0.22 
0.18 
0.21 
0.10 
0.21 
0.15 
0.19 
0.09 
0.17 
0.16 
0.24 
0.22 
0.12 
